ticker,shortName,sector,industry,recommendationMean,overallRisk,beta,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
GIM,"Templeton Global Income Fund, I",Financial Services,Asset Management,,,0.374783,-0.39,,,,,4.752,0.8817341,0.0,-2.5774,,-0.367,0.088,,6.78,,0.021879999,-0.11599,1.231,2.927
GIPR,Generation Income Properties In,Real Estate,REIT—Diversified,2.5,,-0.243234,-1.68,-1.17,,-3.4871795,,3.511,1.162062,0.21139,-0.71225,,0.131,0.113000005,,,283.994,-0.00916,-0.17679001,2.156,2.546
GIPRW,Generation Income Properties Inc Warrant,,,,,,,,,,,,,,,,,,,,,,,,
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,2.9,8,0.211984,4.31,4.75,16.554523,15.021052,2.01,17.814,4.0052767,0.18383,0.12909001,-0.237,0.028,0.033099998,0.50119996,3.36,112.755,0.0629,0.24289,0.355,0.687
GJH,Synthetic Fixed-Income Securiti,,,,,,,,,,,,,,,,,,,,,,,,
GJO,Synthetic Fixed-Income Securiti,,,,,,,,,,,,,,,,,,,,,,,,
GJP,Synthetic Fixed-Income Securiti,,,,,,,,,,,,,,,,,,,,,,,,
GJR,Synthetic Fixed-Income Securiti,,,,,,,,,,,,,,,,,,,,,,,,
GJS,Goldman Sachs Group Securities ,,,,,,,,,,,,,,,,,,,,,,,,
GJT,Synthetic Fixed-Income Securiti,,,,,,,,,,,,,,,,,,,,,,,,
GKOS,Glaukos Corporation,Healthcare,Medical Devices,2.0,6,1.289227,-2.97,-1.93,,-38.549225,-4.19,10.103,7.3641496,-0.27511,-0.42613,,0.106,,0.0,,78.957,-0.07194,-0.24061,5.37,6.281
GL,Globe Life Inc.,Financial Services,Insurance—Life,2.7,6,0.783165,7.38,11.33,15.463415,10.072374,0.73,40.179,2.8402896,0.18938999,0.13612,0.251,0.026,0.007900001,0.1011,0.78,55.706,,,,
GLAD,Gladstone Capital Corporation,Financial Services,Asset Management,2.6,,1.301697,0.48,1.17,22.678125,9.303846,1.97,9.273,1.173892,0.0,0.44105998,,0.656,0.09060001,0.91410005,8.72,101.045,0.05451,0.103369996,1.181,1.298
GLBE,Global-E Online Ltd.,Consumer Cyclical,Internet Retail,1.9,,1.283774,-1.2,-0.68,,-56.64706,-1.78,5.746,6.7037945,0.04348,-0.41057,,0.541,,0.0,,2.068,-0.090500005,-0.19760999,1.797,2.086
GLBS,Globus Maritime Limited,Industrials,Marine Shipping,2.0,,,0.71,0.74,1.2676057,1.2162162,,8.293,0.108525254,0.0,0.0,,,,0.0,,,,,,
GLBZ,Glen Burnie Bancorp,Financial Services,Banks—Regional,,,0.609629,0.68,,11.338235,,,6.008,1.283289,0.0,0.13875,-0.111,0.015,0.0519,0.597,3.87,,0.00483,0.09942,,
GLDD,Great Lakes Dredge & Dock Corpo,Industrials,Engineering & Construction,1.7,5,1.035677,-0.74,0.67,,12.731342,21.82,5.542,1.5391555,0.01616,-0.07147,,-0.112,,0.0,,124.144,-0.02194,-0.109069996,0.908,1.347
GLDG,GoldMining Inc.,Basic Materials,Gold,2.0,9,1.223495,-0.1,,,,,0.812,1.1089902,0.0,0.0,,,,0.0,,3.188,-0.07001,-0.14928001,4.028,4.24
GLG,"TD Holdings, Inc.",Basic Materials,Other Industrial Metals & Mining,,,0.391409,0.0,,Infinity,,,2.41,0.18796681,-0.02322,0.026400002,-0.857,-0.282,,0.0,,1.813,-0.016180001,0.01049,0.27,8.042
GLLI,Globalink Investment Inc.,Financial Services,Shell Companies,,,,0.12,,88.66667,,,-0.661,,0.0,0.0,,,,0.0,,0.848,,,0.009,0.072
GLLIW,Globalink Investment Inc. Warrants,,,,,,,,,,,,,,,,,,,,,,,,
GLMD,Galmed Pharmaceuticals Ltd.,Healthcare,Biotechnology,2.0,,0.91479,-8.2,-1.36,,-0.6838235,-0.02,7.136,0.13032511,0.0,0.0,,,,0.0,,,-0.3768,-0.74557,4.541,4.582
GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,1.4,6,0.713889,1.91,2.54,12.801047,9.625985,2.99,20.007,1.2220724,1.3460499,1.26773,,0.014,0.0414,0.0,,45.277,0.0442,0.11857,1.96,2.159
GLO,Clough Global Opportunities Fun,Financial Services,Asset Management,2.0,,1.113266,-1.53,,,,,5.805,0.86821705,0.0,0.0,,0.458,0.1169,,13.35,44.305,0.00343,-0.2184,0.019,0.925
GLOB,Globant S.A.,Technology,Information Technology Services,1.8,6,1.362313,3.39,6.93,49.545723,24.236654,0.29,37.241,4.510083,0.162,0.08031,-0.023,0.177,,0.0,,8.066,0.068169996,0.10031,2.163,2.194
GLOG,,,,,,,,,,,,,,,,,,,,,,,,,
GLOP,GasLog Partners LP,,,3.0,,,,,3.0747125,2.9234972,,,,,,,,,,,,,,,
GLP,Global Partners LP Global Partn,Energy,Oil & Gas Midstream,2.0,,1.268098,9.96,3.69,3.1064258,8.384824,-0.5,18.689,1.6555194,0.02628,0.01368,-0.773,-0.28,0.087299995,0.39380002,10.32,176.586,0.071040004,0.33222,0.6,1.194
GLPG,Galapagos NV,Healthcare,Biotechnology,2.8,7,0.020817,-3.1,-3.02,,-12.922186,-28.76,1.9606,19.904621,-0.24059999,-0.2809,,0.09,,0.0,,0.597,-0.020750001,-0.060159996,8.299,8.487
GLPI,"Gaming and Leisure Properties, ",Real Estate,REIT—Specialty,2.1,4,0.979909,2.92,2.83,16.428082,16.950531,2.13,14.282,3.3587735,0.93685997,0.5449,-0.033,0.092,0.059299998,0.9828,6.33,158.472,0.0594,0.20515,19.39,19.39
GLQ,Clough Global Equity Fund Cloug,Financial Services,Asset Management,,,1.16453,-1.82,,,,,7.246,0.8625449,0.0,0.0,,0.526,0.1171,,13.14,44.741,0.0023999999,-0.20944999,0.018,0.942
GLRE,"Greenlight Reinsurance, Ltd.",Financial Services,Insurance—Reinsurance,3.0,6,0.976792,1.09,1.6,10.642201,7.25,0.68,15.908,0.7291929,0.0,0.11868,2.587,0.46,,0.0,,11.25,0.027880002,0.1378,0.072,1.739
GLSI,"Greenwich LifeSciences, Inc.",Healthcare,Biotechnology,2.0,,3.137269,-0.63,-0.7,,-14.535715,,0.909,11.19362,0.0,0.0,,,,0.0,,,-0.32724,-0.51161,50.562,50.562
GLST,"Global Star Acquisition, Inc.",Financial Services,Shell Companies,,,,0.05,,210.59999,,,-0.22,,0.0,0.0,,,,0.0,,,-0.0121,,0.701,0.952
GLSTW,"Global Star Acquisition, Inc. W",,,,,,,,,,,,,,,,,,,,,,,,
GLT,Glatfelter Corporation,Basic Materials,Paper & Paper Products,2.0,1,1.722549,-2.14,0.34,,5.9082355,,6.19,0.32452342,0.05019,-0.09072,,-0.019,,0.0,5.08,323.438,0.00414,-0.39828998,0.926,2.337
GLTO,"Galecto, Inc.",Healthcare,Biotechnology,1.3,,0.884935,-2.36,-2.46,,-1.0447154,-0.03,1.617,1.589363,0.0,0.0,,,,0.0,,1.432,-0.42692003,-0.80047995,3.579,3.716
GLU,6968,Financial Services,Asset Management,,,0.936612,-3.29,,,,,15.887,0.9152137,0.0,0.0,,0.01,0.0841,,6.93,,0.01026,-0.10903,1.651,1.657
GLUE,"Monte Rosa Therapeutics, Inc.",Healthcare,Biotechnology,2.0,9,0.951328,-2.5,-2.82,,-2.4361703,,4.938,1.3912514,0.0,0.0,,,,0.0,,18.941,-0.23346001,-0.40943,11.402,11.726
GLV,25219,Financial Services,Asset Management,,,0.903706,-0.88,,,,,6.95,0.8093525,0.0,-2.3868601,,0.523,0.1275,,12.77,45.283,0.00989,-0.11507,0.053,1.081
GLW,Corning Incorporated,Technology,Electronic Components,2.0,8,1.056459,0.74,2.31,44.36487,14.212122,2.14,13.917,2.3589857,0.20893998,0.04724,-0.5,-0.103,0.033800002,1.4864999,2.73,73.049,0.029860001,0.0585,0.728,1.653
GLYC,"GlycoMimetics, Inc.",Healthcare,Biotechnology,1.7,7,2.043643,-0.76,-0.61,,-2.6557376,,0.852,1.9014084,0.0,0.0,,,,0.0,,2.316,-0.38684,-0.6765,8.864,9.186
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,2.3,4,1.380671,6.47,6.99,5.6452866,5.2253222,1.01,51.182,0.71362984,0.1005,0.06048,0.605,0.251,0.0098,0.050300002,,159.165,0.026619999,0.14009,0.875,1.152
GMAB,Genmab A/S,Healthcare,Biotechnology,2.6,4,0.655185,1.24,13.46,30.403227,2.8008916,0.14,44.0462,0.8559195,0.42344,0.29017,-0.281,0.328,,0.0,,2.792,0.13809,0.17841,14.901,14.927
GMBL,Esports Entertainment Group Inc,Consumer Cyclical,Gambling,3.0,,1.277104,12.13,-1.91,0.021755978,-0.13816755,,-4.17,,-0.5937,-1.10555,,-0.734,,0.0,,,-0.30448,,0.121,0.188
GMBLP,Esports Entertainment Group Inc,Consumer Cyclical,Gambling,,,1.277104,-4.339,,,,,-4.17,,-0.5937,-1.10555,,-0.734,0.173,,,,-0.30448,,0.121,0.188
GMBLW,Esports Entertainment Group Inc,,,,,,,,,,,,,,,,,,,,,,,,
GMBLZ,Esports Entertainment Group Inc,,,,,,,,,,,,,,,,,,,,,,,,
GMDA,Gamida Cell Ltd.,Healthcare,Biotechnology,2.0,,1.511126,-1.17,-0.56,,-2.214107,,-0.187,,0.0,0.0,,,,0.0,,,-0.40956002,-16.6605,2.1,2.163
GME,GameStop Corporation,Consumer Cyclical,Specialty Retail,4.0,6,-0.324211,-0.67,-0.25,,-82.76,1.67,4.177,4.9533157,-0.01975,-0.035550002,,-0.103,,0.0,,51.156,-0.03482,-0.15112,1.083,1.709
GMED,"Globus Medical, Inc.",Healthcare,Medical Devices,2.7,10,1.06408,1.99,2.6,28.557789,21.857695,1.99,19.763,2.8755755,0.29034,0.18628,0.075,0.106,,0.0,,,0.075050004,0.11093,5.507,7.795
GMFI,Aetherium Acquisition Corp.,Financial Services,Shell Companies,,,,-0.04,,,,,-0.335,,0.0,0.0,,,,0.0,,,-0.01698,,0.0,23.62
GMFIW,Aetherium Acquisition Corp. War,,,,,,,,,,,,,,,,,,,,,,,,
GMGI,"Golden Matrix Group, Inc.",Communication Services,Electronic Gaming & Multimedia,2.0,,2.090405,-0.07,0.11,,19.0,,0.854,2.4473069,-0.03372,-0.054419998,,0.215,,0.0,,0.363,-0.03275,-0.06858,4.996,5.529
GMRE,Global Medical REIT Inc.,Real Estate,REIT—Healthcare Facilities,2.0,4,1.107377,0.17,0.1,58.817642,99.99,8.5,8.306,1.2038286,0.65785,0.18531,5.0,0.079,0.081599995,2.625,7.02,98.637,0.018660001,0.04375,2.24,2.843
GMS,GMS Inc.,Industrials,Building Products & Equipment,2.3,2,1.846553,7.81,8.13,9.645327,9.265683,4.26,31.114,2.4210966,0.11882,0.062480003,0.032,0.012,,0.0,,101.05,0.09934,0.2847,1.355,2.194
GMVD,G Medical Innovations Holdings ,Healthcare,Medical Instruments & Supplies,2.0,,-1.083477,-18.8,-29.0,,-0.0061827586,,-4.815,,0.0,0.0,,0.079,,0.0,,,-2.23325,,0.111,0.219
GMVDW,G MEDICAL INNOVATIONS HLDGS LTD,,,,,,,,,,,,,,,,,,,,,,,,
GNE,Genie Energy Ltd.,Utilities,Utilities—Regulated Electric,3.0,9,,1.96,0.46,7.617347,32.45652,,6.877,2.1710048,0.0,0.0,,,0.8602,0.2521,,,,,,
GNFT,GENFIT S.A.,Healthcare,Biotechnology,,7,0.876987,-0.52,,,,,1.902,1.9408518,-0.98621005,-0.90372,,-0.828,,0.0,,79.632,-0.06947,-0.22206,3.974,4.025
GNK,Genco Shipping & Trading Limite,Industrials,Marine Shipping,1.6,6,1.086248,2.79,2.31,5.028817,6.0737667,0.2,22.293,0.62936354,0.33476,0.18687999,-0.755,-0.343,0.113299996,0.9847,,16.07,0.050300002,0.08846,2.314,3.787
GNL,"Global Net Lease, Inc.",Real Estate,REIT—Diversified,2.3,9,1.236924,-0.2,-0.12,,-91.916664,,13.433,0.8211122,0.72151,0.0015700001,,-0.029,0.1512,,11.16,178.819,0.01816,0.00039,5.746,7.373
GNLN,"Greenlane Holdings, Inc.",Consumer Defensive,Tobacco,3.0,9,1.883112,-124.79,-5.51,,-0.16333938,,53.517,0.016817085,-0.29843,-0.96605,,-0.485,,0.0,,13.217,-0.13023,-0.8543,0.37,1.692
GNLX,Genelux Corporation,Healthcare,Biotechnology,2.5,,,-0.45,-0.72,,-38.541664,,0.112,247.76785,-0.48584998,-1.04734,,,,0.0,,134.337,-0.30273,,0.981,1.144
GNPX,"Genprex, Inc.",Healthcare,Biotechnology,2.0,,-0.238309,-0.53,-0.41,,-1.6512195,,0.356,1.9016854,0.0,0.0,,,,0.0,,,-0.55379003,-0.99563,3.74,4.124
GNRC,Generac Holdlings Inc.,Industrials,Specialty Industrial Machinery,2.3,8,1.239695,4.04,7.61,26.851486,14.254928,-13.92,38.871,2.7907696,0.12089,0.046430003,-0.683,-0.225,,0.0,,80.029,0.03785,0.07871,0.783,2.426
GNS,Genius Group Limited,Consumer Defensive,Education & Training Services,,,,-2.42,-0.56,,-1.2232143,,0.258,2.6550388,-0.65606004,0.0,,,,0.0,,180.555,-0.15471,-5.03641,0.485,1.037
GNSS,Genasys Inc.,Technology,Scientific & Technical Instruments,1.5,,0.323519,-0.59,-0.12,,-22.333334,-0.77,1.211,2.2130473,-0.08817001,-0.41096002,,-0.148,,0.0,,12.915,-0.060739998,-0.39029998,1.335,2.286
GNT,"GAMCO Natural Resources, Gold &",Financial Services,Asset Management,,,,0.31,,16.612904,,,,,0.0,0.0,,,0.0696,1.1613,9.09,,,,,
GNTA,Genenta Science S.p.A.,Healthcare,Biotechnology,2.0,,,-0.53,-0.64,,-9.203125,,1.709,3.4464598,0.0,0.0,,,,0.0,,0.126,-0.18791,-0.24222,14.361,14.528
GNTX,Gentex Corporation,Consumer Cyclical,Auto Parts,2.2,5,0.944925,1.41,2.19,24.021276,15.465753,1.22,9.407,3.6005104,0.24360001,0.17231001,0.516,0.259,0.0139999995,0.3077,1.69,0.168,0.110410005,0.1748,2.203,3.714
GNTY,"Guaranty Bancshares, Inc.",Financial Services,Banks—Regional,2.5,8,0.487703,3.15,2.08,10.247619,15.519231,,25.585,1.2616768,0.0,0.29006,-0.09,-0.011,0.028099999,0.2932,2.4,,0.01134,0.12674,,
GNW,Genworth Financial Inc,Financial Services,Insurance—Life,3.0,1,1.004502,0.95,0.82,6.5526314,7.5914636,1.87,15.261,0.4079025,0.0,0.06427,-0.672,-0.021,,0.0,,24.182,0.00691,0.05219,1.242,15.221
GO,Grocery Outlet Holding Corp.,Consumer Defensive,Grocery Stores,2.6,3,0.032011,0.67,1.15,54.05224,31.491304,3.02,11.472,3.1568165,0.05073,0.018099999,0.167,0.161,,0.0,,122.234,0.02474,0.062459998,0.31,1.42
GOCO,"GoHealth, Inc.",Financial Services,Insurance Brokers,2.7,10,1.982889,-17.56,-4.45,,-4.3303375,-0.06,29.338,0.65682733,-0.29538,-0.26533002,,-0.323,,0.0,,96.674,-0.09325,-0.50495,1.703,1.79
GODN,Golden Star Acquisition Corpora,Financial Services,Shell Companies,,,,-0.0,,,,,0.0,,0.0,0.0,,,,0.0,,1000000.0,-0.01418,-1.2,,1.006
GODNU,Golden Star Acquisition Corpora,Financial Services,Shell Companies,,,,,,,,,0.0,,0.0,0.0,,,,,,1000000.0,-0.01418,-1.2,,1.006
GOEV,Canoo Inc.,Consumer Cyclical,Auto Manufacturers,2.0,10,1.20863,-1.34,-0.82,,-0.6778049,,0.529,1.0506617,0.0,0.0,,,,0.0,,16.15,-0.61606,-1.81419,0.051,0.154
GOEVW,Canoo Inc.,,,,,,,,,,,,,,,,,,,,,,,,
GOF,Guggenheim Strategic Opportunit,Financial Services,Asset Management,,,,-1.38,,,,,,,0.0,0.0,,,0.1354,10.926,11.96,,,,,
GOGL,Golden Ocean Group Limited,Industrials,Marine Shipping,1.7,,1.279528,1.63,1.26,4.671779,6.0436506,-46.5,9.319,0.81714773,0.42645,0.31365,,-0.258,0.1634,1.0123,,70.692,0.05929,0.17517,0.484,1.143
GOGO,Gogo Inc.,Communication Services,Telecom Services,2.4,6,,0.68,0.7,18.779411,18.242859,2.66,-0.797,,0.0,0.0,,,,0.0,,,,,,
GOL,Gol Linhas Aereas Inteligentes ,Industrials,Airlines,2.9,,1.202437,-0.11,1.08,,3.4444444,-0.05,-97.658,,0.13407,-0.00798,,0.279,,0.0,,,0.07016,,0.138,0.214
GOLD,Barrick Gold Corporation,Basic Materials,Gold,2.2,8,,0.06,1.15,275.75,14.386957,2.76,12.972,1.2754394,0.0,0.0,,,0.0274,9.166699,1.72,,,,,
GOLF,Acushnet Holdings Corp.,Consumer Cyclical,Leisure,2.8,7,0.883269,3.03,3.03,18.943895,18.943895,4.02,15.272,3.7585123,0.14675,0.092259996,0.198,0.047,0.0134000005,0.2344,1.54,72.287,0.0881,0.20523001,1.001,2.525
GOOD,Gladstone Commercial Corporatio,Real Estate,REIT—Diversified,2.0,8,1.114651,-0.11,-0.18,,-74.22221,-18.55,4.725,2.8275132,0.67837995,0.0554,,0.029,0.0892,,7.94,209.521,0.02379,0.02221,3.998,4.967
GOODN,Gladstone Commercial Corporatio,Real Estate,REIT—Diversified,,8,1.114651,-0.034,,,,,4.725,4.0108786,0.67837995,0.0554,,0.029,0.088199995,,,209.521,0.02379,0.02221,3.998,4.967
GOODO,Gladstone Commercial Corporatio,,,,,,,,590.00006,,,,,,,,,,,,,,,,
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,1.6,10,1.061309,4.39,6.58,30.086561,20.072948,1.45,21.153,6.244032,0.31559,0.21052,0.191,0.071,,0.0,,11.017,0.1296,0.23329,2.022,2.172
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,1.9,10,1.061309,4.4,6.66,29.929544,19.773273,1.44,21.153,6.2255945,0.31559,0.21052,0.191,0.071,,0.0,,11.017,0.1296,0.23329,2.022,2.172
GOOS,Canada Goose Holdings Inc. Subo,Consumer Cyclical,Apparel Manufacturing,3.2,10,1.602674,0.52,1.33,31.365385,12.263157,1.08,3.702,4.4057264,0.13295999,0.04383,,0.213,,0.0,,196.914,0.05503,0.12880999,0.321,2.147
GORO,Gold Resource Corporation,Basic Materials,Gold,2.0,3,1.482161,-0.13,0.06,,9.391666,,1.206,0.4672471,0.10699,-0.16595,,-0.331,,,1.61,,-0.04889,-0.16014,1.167,2.091
GOSS,"Gossamer Bio, Inc.",Healthcare,Biotechnology,2.2,9,1.164325,-2.3,-1.0,,-1.255,-0.14,-0.298,,0.0,0.0,,,,0.0,,,-0.5153,-259.25778,4.975,5.186
GOTU,Gaotu Techedu Inc.,Consumer Defensive,Education & Training Services,2.7,,-0.593597,0.04,0.21,87.5,16.666668,11.59,12.399,0.28228083,0.00489,0.02955,1.032,-0.024,,0.0,,3.638,-0.0065200003,0.02368,2.572,3.061
GOVX,"GeoVax Labs, Inc.",Healthcare,Biotechnology,2.0,,2.948042,-0.71,-0.7,,-0.8142857,,0.865,0.6589595,0.0,0.0,,,,0.0,,,-0.44825,-0.91362,5.254,5.726
GOVXW,"GeoVax Labs, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
GP,GreenPower Motor Company Inc.,Consumer Cyclical,Auto Manufacturers,1.8,,4.0936,-0.62,0.28,,13.0,,1.119,3.2529047,-0.30396,-0.37897998,,2.558,,0.0,,56.937,-0.14679,-0.48492,0.455,2.044
GPAC,Global Partner Acquisition Corp,Financial Services,Shell Companies,,,0.024663,0.28,,38.535713,,,-1.299,,0.0,0.0,-0.661,,,0.0,,,-0.01049,,0.001,0.095
GPACU,Global Partner Acquisition Corp,Financial Services,Shell Companies,,,0.024663,0.18,,61.111107,,,-1.299,,0.0,0.0,-0.661,,,,,,-0.01049,,0.001,0.095
GPACW,Global Partner Acquisition Corp,,,,,,,,,,,,,,,,,,,,,,,,
GPC,Genuine Parts Company,Consumer Cyclical,Specialty Retail,2.5,4,0.908555,8.55,9.99,18.134502,15.520521,1.9,28.983,5.349688,0.09024,0.05301,-0.069,0.056,0.024400001,0.4316,2.78,104.418,0.06449,0.31340998,0.39,1.15
GPCR,Structure Therapeutics Inc.,Healthcare,Biotechnology,1.4,,,-1.53,-1.67,,-17.706587,,6.18,4.7847896,0.0,0.0,,,,0.0,,0.071,,,21.893,22.374
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,2.2,1,1.468306,46.57,40.46,5.471548,6.297825,-3.41,184.795,1.3788793,0.06667,0.04028,0.012,0.1,0.0069,0.0359,1.03,145.278,0.09596,0.3019,0.235,1.107
GPJA,Georgia Power Company Series 20,,,,,,,,0.14685534,,,,,,,,,,,,,,,,
GPK,Graphic Packaging Holding Compa,Consumer Cyclical,Packaging & Containers,1.9,4,0.96744,1.99,2.87,11.472362,7.9547043,0.32,7.972,2.863773,0.18579,0.07303,1.318,0.014,0.0175,0.16450001,1.84,224.857,0.07387,0.3252,0.495,1.358
GPMT,Granite Point Mortgage Trust In,Real Estate,REIT—Mortgage,2.5,5,1.622099,-1.78,0.7,,8.1,1.82,18.073,0.31372768,0.0,0.0,,,0.14109999,,11.39,268.959,-0.02108,-0.07843,5.9,5.906
GPN,Global Payments Inc.,Industrials,Specialty Business Services,2.0,7,1.005542,-0.51,11.85,,10.459915,0.83,85.287,1.4533281,0.39601,0.086490005,,0.075,0.0082,0.3413,0.44,76.754,0.027090002,0.03576,0.602,1.078
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas E&P,2.5,4,0.616511,65.85,26.05,1.6570996,4.1888676,,73.862,1.4773498,0.9778,0.77662003,-0.596,-0.676,,0.0,,46.952,0.35259998,1.6203301,0.303,0.691
GPP,Green Plains Partners LP,Energy,Oil & Gas Midstream,3.0,,0.800138,1.7,2.25,8.023529,6.0622225,,-0.062,,0.60326,0.46478,-0.112,0.044,0.1351,1.1,11.19,,0.23231001,91.96466,1.069,1.122
GPRE,"Green Plains, Inc.",Basic Materials,Chemicals,1.9,1,1.748527,-2.35,2.02,,16.433168,-2.16,13.069,2.53998,-0.02319,-0.06604,,-0.153,,0.0,,89.768,-0.05323,-0.21398,0.869,1.589
GPRK,Geopark Ltd,Energy,Oil & Gas E&P,2.6,,1.507793,3.69,3.41,2.6517615,2.8695014,,2.247,4.3546953,0.58157,0.22351,-0.118,-0.268,0.0533,0.1263,,405.521,0.28464,4.71342,0.942,1.135
GPRO,"GoPro, Inc.",Technology,Consumer Electronics,2.5,8,1.361967,-0.05,0.17,,22.470587,-1.97,3.689,1.035511,-0.01976,-0.02538,,-0.039,,0.0,,32.083,-0.01714,-0.045739997,1.363,2.014
GPS,"Gap, Inc. (The)",Consumer Cyclical,Apparel Retail,3.0,2,1.943886,-0.17,0.83,,12.60241,-5.45,5.938,1.7615358,0.04301,-0.0037599998,,-0.058,0.056399997,,,272.22,0.00625,-0.025,0.401,1.468
GRAB,Grab Holdings Limited,Technology,Software—Application,1.9,,0.918515,-0.39,-0.1,,-36.35,0.26,1.668,2.1792567,-0.57035,-0.86935997,,1.303,,0.0,,11.962,-0.07357,-0.21893999,5.081,5.386
GRABW,Grab Holdings Limited Warrant,,,,,,,,,,,,,,,,,,,,,,,,
GRBK,"Green Brick Partners, Inc.",Consumer Cyclical,Residential Construction,3.0,2,,6.3,6.75,8.603174,8.02963,5.17,24.822,2.1835468,0.19062,0.15367,-0.216,-0.131,,0.0,,28.709,0.12269,0.2635,1.072,8.205
GRC,Gorman-Rupp Company (The),Industrials,Specialty Industrial Machinery,1.0,4,0.850363,0.39,1.63,84.71796,20.26994,1.72,13.04,2.5337424,0.15574001,0.03429,,0.436,0.0212,0.83730006,1.89,125.646,0.04935,0.06473,1.186,2.504
GRCL,Gracell Biotechnologies Inc.,Healthcare,Biotechnology,1.6,,-1.44196,-1.14,-1.7,,-2.235294,,17.877,0.21256362,0.0,0.0,,,,0.0,,15.086,-0.23171,-0.41667998,6.036,6.261
GREE,Greenidge Generation Holdings I,Financial Services,Capital Markets,2.0,10,,-65.0,2.3,,3.1217391,,-7.63,,-0.20089,0.0,,-0.48,,0.0,,,-0.12009,-3.24871,0.747,1.024
GREEL,Greenidge Generation Holdings I,,,,,,,,,,,,,,,,,,,,,,,,
GRF,"Eagle Capital Growth Fund, Inc.",Financial Services,Asset Management,,,0.45549,-0.45,,,,,10.009,0.8891997,0.0,-2.88562,0.216,-0.121,0.041100003,,7.35,,0.00123,-0.043649998,0.989,1.2
GRFS,"Grifols, S.A.",Healthcare,Drug Manufacturers—General,2.2,3,0.44436,0.35,0.49,29.742857,21.244898,,4.3185,2.4105592,0.14217,0.0013,-0.385,0.078,,0.0,,121.944,0.01805,0.01243,0.75,2.56
GRFX,Graphex Group Limited,Basic Materials,Other Industrial Metals & Mining,,,0.591218,-0.4,,,,,11.04,0.10326087,-0.02118,-0.20415,,-0.145,,0.0,,83.495,-0.03562,-0.24836999,0.603,0.816
GRI,"GRI Bio, Inc.",Healthcare,Biotechnology,2.0,,,-1.05,,,,,-0.121,,0.0,0.0,,,,0.0,,,,,0.114,0.181
GRIN,Grindrod Shipping Holdings Ltd.,Industrials,Marine Shipping,2.0,,0.78178,3.68,0.74,2.298913,11.432432,,14.518,0.5827249,0.26685,0.16405001,,-0.304,0.1595,0.3641,,72.432,0.097849995,0.22419001,1.144,1.302
GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,2.6,8,0.933494,5.0,5.68,20.91,18.40669,3.62,31.983,3.2689242,0.2353,0.20232001,0.128,0.064,0.0275,0.5648,2.5,2.326,0.07873,0.16587,1.66,2.836
GRND,Grindr Inc.,Technology,Software—Application,,,0.094509,-0.21,,,,,-0.032,,0.27309,-0.17631,,0.282,,0.0,,,0.029649999,-0.2786,0.738,0.88
GRNQ,Greenpro Capital Corp.,Industrials,Consulting Services,3.0,,0.447869,-0.64,-0.07,,-20.712858,,1.562,0.928233,-0.3132,-1.4149499,,0.107,,0.0,,1.445,-0.04479,-0.34155998,1.421,1.777
GRNT,"Granite Ridge Resources, Inc.",Energy,Oil & Gas E&P,2.0,,0.066309,2.01,0.95,3.5323384,7.4736843,,4.844,1.4657308,0.87658,0.57028,0.154,-0.031,0.0591,0.0949,,3.876,0.28513,0.54045,1.065,1.603
GROM,Grom Social Enterprises Inc.,Communication Services,Internet Content & Information,2.0,,0.651195,-16.46,-0.56,,-0.5839285,,2.545,0.12848723,-1.2366,-2.7989402,,-0.026,,0.0,,7.508,-0.1464,-0.6421,1.934,2.215
GROMW,Grom Social Enterprises Inc. Warrants,,,,,,,,,,,,,,,,,,,,,,,,
GROV,"Grove Collaborative Holdings, I",Consumer Defensive,Household & Personal Products,1.5,,0.752323,-1.48,-0.43,,-4.965116,,0.775,2.7548387,-0.3087,-0.17646,,-0.209,,0.0,,319.076,-0.34733,-6.37536,2.037,3.349
GROW,"U.S. Global Investors, Inc.",Financial Services,Asset Management,,,1.995497,0.21,,15.000001,,,3.612,0.8720931,0.36567003,0.17322999,,-0.413,0.0286,0.4286,1.86,0.138,0.063590005,0.05414,13.706,14.269
GROY,Gold Royalty Corp.,Basic Materials,Gold,2.3,,0.873692,-0.14,0.0,,Infinity,,3.678,0.46220773,0.0,0.0,,0.202,0.0238,,,1.913,,,1.811,2.18
GRPH,"Graphite Bio, Inc.",Healthcare,Biotechnology,3.2,,0.085605,-1.72,-0.8,,-3.2375,-0.09,4.747,0.5456077,0.0,0.0,,,,0.0,,1.644,-0.18797001,-0.31105,18.415,18.849
